order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status,created_at
ORD-20250831-991974,2025-08-31T11:26:13.245498,REST-DXB-002,CUST-10136,takeaway,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 21.39, ""subtotal"": 21.39}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 62.25, ""subtotal"": 62.25}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 43.36, ""subtotal"": 43.36}]",127.0,wallet,delivered,2025-08-31T11:26:13.245498
ORD-20250831-745404,2025-08-31T12:07:25.245498,REST-AUH-002,CUST-10313,dine_in,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 6.25, ""subtotal"": 12.5}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 63.17, ""subtotal"": 63.17}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 7.75, ""subtotal"": 15.5}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 18.79, ""subtotal"": 56.37}]",147.54,cash,completed,2025-08-31T12:07:25.245498
ORD-20250831-968987,2025-08-31T12:25:05.245498,REST-AUH-002,CUST-10393,takeaway,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 20.98, ""subtotal"": 20.98}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 40.02, ""subtotal"": 40.02}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 51.96, ""subtotal"": 155.88}]",216.88,cash,delivered,2025-08-31T12:25:05.245498
ORD-20250831-650073,2025-08-31T12:28:57.245498,REST-AUH-001,CUST-10106,delivery,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 54.22, ""subtotal"": 54.22}]",54.22,cash,completed,2025-08-31T12:28:57.245498
ORD-20250831-138472,2025-08-31T12:33:23.245498,REST-DXB-001,CUST-10089,takeaway,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 39.87, ""subtotal"": 79.74}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.55, ""subtotal"": 19.1}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 49.79, ""subtotal"": 149.37}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 42.15, ""subtotal"": 84.3}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 17.3, ""subtotal"": 17.3}]",349.81,wallet,completed,2025-08-31T12:33:23.245498
ORD-20250831-633495,2025-08-31T12:37:26.245498,REST-AUH-002,CUST-10080,delivery,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 15.7, ""subtotal"": 31.4}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 18.79, ""subtotal"": 56.37}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 48.39, ""subtotal"": 48.39}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.0, ""subtotal"": 150.0}]",286.16,card,delivered,2025-08-31T12:37:26.245498
ORD-20250831-677474,2025-08-31T14:10:15.245498,REST-DXB-002,CUST-10379,dine_in,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.86, ""subtotal"": 17.72}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 39.91, ""subtotal"": 39.91}]",57.63,card,completed,2025-08-31T14:10:15.245498
ORD-20250831-107167,2025-08-31T14:30:23.245498,REST-DXB-002,CUST-10250,dine_in,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 18.1, ""subtotal"": 54.3}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.96, ""subtotal"": 23.92}]",78.22,wallet,delivered,2025-08-31T14:30:23.245498
ORD-20250831-104145,2025-08-31T14:39:30.245498,REST-AUH-001,CUST-10018,takeaway,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.33, ""subtotal"": 129.99}]",129.99,cash,completed,2025-08-31T14:39:30.245498
ORD-20250831-128401,2025-08-31T14:40:14.245498,REST-AUH-002,CUST-10086,dine_in,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 17.42, ""subtotal"": 17.42}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 10.08, ""subtotal"": 30.24}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 18.46, ""subtotal"": 36.92}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 20.98, ""subtotal"": 62.94}]",147.52,wallet,delivered,2025-08-31T14:40:14.245498
ORD-20250831-524003,2025-08-31T15:09:04.245498,REST-SHJ-001,CUST-10229,dine_in,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 40.27, ""subtotal"": 80.54}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.28, ""subtotal"": 150.84}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 20.55, ""subtotal"": 20.55}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 17.8, ""subtotal"": 53.4}]",305.33,cash,delivered,2025-08-31T15:09:04.245498
ORD-20250831-722309,2025-08-31T15:17:59.245498,REST-SHJ-001,CUST-10471,delivery,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 5.77, ""subtotal"": 11.54}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 22.49, ""subtotal"": 67.47}]",79.01,card,completed,2025-08-31T15:17:59.245498
ORD-20250831-216221,2025-08-31T15:18:31.245498,REST-DXB-001,CUST-10390,dine_in,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 49.79, ""subtotal"": 149.37}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 14.75, ""subtotal"": 29.5}]",178.87,cash,delivered,2025-08-31T15:18:31.245498
ORD-20250831-257555,2025-08-31T15:35:52.245498,REST-DXB-002,CUST-10176,delivery,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.96, ""subtotal"": 23.92}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 39.26, ""subtotal"": 117.78}]",141.7,wallet,delivered,2025-08-31T15:35:52.245498
ORD-20250831-686807,2025-08-31T15:55:49.245498,REST-AUH-001,CUST-10458,delivery,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 15.54, ""subtotal"": 46.62}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 18.34, ""subtotal"": 18.34}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 15.59, ""subtotal"": 15.59}]",80.55,wallet,completed,2025-08-31T15:55:49.245498
ORD-20250831-780125,2025-08-31T15:57:39.245498,REST-SHJ-001,CUST-10308,dine_in,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 5.77, ""subtotal"": 11.54}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 18.5, ""subtotal"": 18.5}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 49.83, ""subtotal"": 99.66}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 18.36, ""subtotal"": 36.72}]",166.42,card,completed,2025-08-31T15:57:39.245498
ORD-20250831-959212,2025-08-31T16:34:23.245498,REST-DXB-001,CUST-10268,delivery,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.64, ""subtotal"": 11.64}]",11.64,wallet,delivered,2025-08-31T16:34:23.245498
ORD-20250831-546743,2025-08-31T16:47:57.245498,REST-AUH-001,CUST-10189,delivery,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 15.54, ""subtotal"": 46.62}]",46.62,card,completed,2025-08-31T16:47:57.245498
ORD-20250831-879292,2025-08-31T16:52:31.245498,REST-AUH-001,CUST-10074,dine_in,"[{""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 18.7, ""subtotal"": 56.1}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.94, ""subtotal"": 35.82}]",91.92,card,completed,2025-08-31T16:52:31.245498
ORD-20250831-929049,2025-08-31T17:00:39.245498,REST-SHJ-001,CUST-10442,takeaway,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 41.25, ""subtotal"": 82.5}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 14.56, ""subtotal"": 43.68}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 18.36, ""subtotal"": 55.08}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.37, ""subtotal"": 16.74}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 36.21, ""subtotal"": 36.21}]",234.21,wallet,completed,2025-08-31T17:00:39.245498
ORD-20250831-254934,2025-08-31T18:04:01.245498,REST-DXB-002,CUST-10327,delivery,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 18.69, ""subtotal"": 37.38}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 20.96, ""subtotal"": 62.88}]",100.26,cash,delivered,2025-08-31T18:04:01.245498
ORD-20250831-608207,2025-08-31T18:06:57.245498,REST-AUH-001,CUST-10258,takeaway,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.55, ""subtotal"": 19.1}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.16, ""subtotal"": 24.48}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 37.58, ""subtotal"": 75.16}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 17.13, ""subtotal"": 17.13}]",135.87,card,delivered,2025-08-31T18:06:57.245498
ORD-20250831-737274,2025-08-31T19:34:10.245498,REST-SHJ-001,CUST-10197,takeaway,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.7, ""subtotal"": 17.4}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 38.24, ""subtotal"": 38.24}]",55.64,wallet,completed,2025-08-31T19:34:10.245498
ORD-20250831-437516,2025-08-31T19:45:04.245498,REST-AUH-002,CUST-10459,takeaway,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 57.2, ""subtotal"": 57.2}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 33.65, ""subtotal"": 100.95}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 40.02, ""subtotal"": 80.04}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 40.15, ""subtotal"": 120.45}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 46.47, ""subtotal"": 46.47}]",405.11,card,completed,2025-08-31T19:45:04.245498
ORD-20250831-129601,2025-08-31T20:15:34.245498,REST-DXB-001,CUST-10098,delivery,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 49.79, ""subtotal"": 149.37}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 40.44, ""subtotal"": 40.44}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 35.73, ""subtotal"": 107.19}]",297.0,card,completed,2025-08-31T20:15:34.245498
ORD-20250831-838570,2025-08-31T20:27:40.245498,REST-AUH-002,CUST-10303,delivery,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 18.46, ""subtotal"": 36.92}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 7.75, ""subtotal"": 7.75}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 57.2, ""subtotal"": 114.4}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 63.17, ""subtotal"": 126.34}]",285.41,cash,delivered,2025-08-31T20:27:40.245498
ORD-20250831-459816,2025-08-31T20:29:16.245498,REST-AUH-001,CUST-10109,delivery,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 62.46, ""subtotal"": 62.46}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 54.22, ""subtotal"": 162.66}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 15.54, ""subtotal"": 31.08}]",256.2,wallet,completed,2025-08-31T20:29:16.245498
ORD-20250831-808028,2025-08-31T20:34:39.245498,REST-SHJ-001,CUST-10007,dine_in,"[{""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.28, ""subtotal"": 150.84}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 40.27, ""subtotal"": 40.27}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 36.21, ""subtotal"": 72.42}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.37, ""subtotal"": 25.11}]",288.64,card,delivered,2025-08-31T20:34:39.245498
ORD-20250831-458118,2025-08-31T21:04:03.245498,REST-AUH-002,CUST-10173,takeaway,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 40.15, ""subtotal"": 40.15}]",40.15,wallet,completed,2025-08-31T21:04:03.245498
ORD-20250831-378467,2025-08-31T21:05:27.245498,REST-DXB-001,CUST-10258,takeaway,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 18.86, ""subtotal"": 18.86}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 67.73, ""subtotal"": 135.46}]",154.32,cash,delivered,2025-08-31T21:05:27.245498
ORD-20250831-729817,2025-08-31T21:50:57.245498,REST-DXB-002,CUST-10168,dine_in,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 39.7, ""subtotal"": 79.4}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 37.45, ""subtotal"": 37.45}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 57.1, ""subtotal"": 171.3}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 47.43, ""subtotal"": 47.43}]",335.58,card,completed,2025-08-31T21:50:57.245498
ORD-20250831-125659,2025-08-31T21:59:54.245498,REST-AUH-002,CUST-10162,takeaway,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.6, ""subtotal"": 17.2}]",17.2,card,delivered,2025-08-31T21:59:54.245498
ORD-20250831-198870,2025-08-31T22:21:44.245498,REST-DXB-001,CUST-10404,takeaway,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 49.79, ""subtotal"": 99.58}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 42.15, ""subtotal"": 42.15}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.64, ""subtotal"": 34.92}]",176.65,cash,completed,2025-08-31T22:21:44.245498
ORD-20250831-703098,2025-08-31T22:46:32.245498,REST-SHJ-001,CUST-10051,dine_in,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 10.46, ""subtotal"": 20.92}]",20.92,card,completed,2025-08-31T22:46:32.245498
ORD-20250901-539496,2025-09-01T10:01:19.245498,REST-AUH-002,CUST-10483,delivery,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 17.42, ""subtotal"": 17.42}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 36.51, ""subtotal"": 109.53}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 20.67, ""subtotal"": 41.34}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 46.47, ""subtotal"": 139.41}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 43.27, ""subtotal"": 129.81}]",437.51,cash,completed,2025-09-01T10:01:19.245498
ORD-20250901-300111,2025-09-01T10:04:38.245498,REST-DXB-001,CUST-10356,dine_in,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 67.73, ""subtotal"": 203.19}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.04, ""subtotal"": 24.08}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 5.7, ""subtotal"": 11.4}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 17.21, ""subtotal"": 34.42}]",273.09,wallet,completed,2025-09-01T10:04:38.245498
ORD-20250901-825774,2025-09-01T10:25:28.245498,REST-DXB-001,CUST-10454,delivery,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.64, ""subtotal"": 34.92}]",34.92,wallet,completed,2025-09-01T10:25:28.245498
ORD-20250901-139041,2025-09-01T10:49:38.245498,REST-DXB-002,CUST-10048,dine_in,"[{""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 51.21, ""subtotal"": 153.63}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 20.96, ""subtotal"": 62.88}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 43.36, ""subtotal"": 43.36}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 18.1, ""subtotal"": 54.3}]",314.17,cash,completed,2025-09-01T10:49:38.245498
ORD-20250901-215058,2025-09-01T11:21:50.245498,REST-AUH-002,CUST-10226,takeaway,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 43.21, ""subtotal"": 129.63}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 43.27, ""subtotal"": 129.81}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 18.39, ""subtotal"": 18.39}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 46.47, ""subtotal"": 139.41}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.4, ""subtotal"": 37.2}]",454.44,wallet,completed,2025-09-01T11:21:50.245498
ORD-20250901-143033,2025-09-01T11:33:18.245498,REST-AUH-001,CUST-10312,dine_in,"[{""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 48.91, ""subtotal"": 97.82}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 48.31, ""subtotal"": 144.93}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 40.2, ""subtotal"": 80.4}]",323.15,card,completed,2025-09-01T11:33:18.245498
ORD-20250901-271905,2025-09-01T11:39:50.245498,REST-AUH-002,CUST-10405,takeaway,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 57.2, ""subtotal"": 171.6}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 15.7, ""subtotal"": 31.4}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 40.15, ""subtotal"": 120.45}]",323.45,card,delivered,2025-09-01T11:39:50.245498
ORD-20250901-467435,2025-09-01T11:50:38.245498,REST-AUH-002,CUST-10228,delivery,"[{""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 43.27, ""subtotal"": 43.27}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 15.7, ""subtotal"": 31.4}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 33.65, ""subtotal"": 67.3}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 36.72, ""subtotal"": 110.16}]",252.13,wallet,delivered,2025-09-01T11:50:38.245498
ORD-20250901-428334,2025-09-01T12:08:24.245498,REST-DXB-001,CUST-10091,delivery,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 8.86, ""subtotal"": 8.86}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 46.96, ""subtotal"": 93.92}]",102.78,cash,delivered,2025-09-01T12:08:24.245498
